onset_delay,rise_duration,decay_duration,plateau_duration,seed,noise_sigma,onset_threshold,c_baseline,c_peak,expected_onset_latency,expected_rise_time,expected_recovery_time,expected_dwell_approx,n_wcc_samples,peak_amplitude,dwell_time,switching_rate,mean_synchrony,onset_latency,rise_time,recovery_time,synchrony_entropy,bimodality_coefficient,fraction_above_threshold,inter_peak_cv,first_peak_time,onset_latency_imputed,rise_time_imputed,recovery_time_imputed,onset_defined,rise_defined,recovery_defined,_params
60.0,15.0,30.0,60.0,3008,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.8803662309203173,76.0,0.44280442804428044,0.21924137616208042,53.0,11.0,28.0,3.8093399294612063,0.6997229739079418,0.2915129151291513,0.31008038298575263,74.0,53.0,11.0,28.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3009,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9445460981473289,85.0,0.44280442804428044,0.2830962092016504,46.0,7.0,35.0,3.90570510694561,0.693744351245196,0.3284132841328413,0.2449489742783178,84.0,46.0,7.0,35.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3010,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9137383374832373,77.0,0.44280442804428044,0.23208537067706259,51.0,10.0,35.0,3.8507052966177566,0.703284135713078,0.2952029520295203,0.32222124481828457,75.0,51.0,10.0,35.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3011,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9002155352711512,75.0,0.44280442804428044,0.2838133966987412,56.0,7.0,39.0,3.7937722832852407,0.6296968551544657,0.28044280442804426,0.4182070292828228,74.0,56.0,7.0,39.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3012,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.926052196628858,84.0,0.44280442804428044,0.29196569769001224,55.0,9.0,49.0,3.91478197765481,0.7309339653230852,0.31365313653136534,0.3184917966195481,80.0,55.0,9.0,49.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3013,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9412361472582726,75.0,0.44280442804428044,0.26991429653751353,52.0,11.0,42.0,3.926977900143271,0.6840007328814549,0.28413284132841327,0.4960282465906795,70.0,52.0,11.0,42.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3014,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9068669454108036,97.0,0.44280442804428044,0.31400253966689273,36.0,7.0,16.0,3.8805295892339875,0.6744406860861811,0.3505535055350554,0.6435846357954427,76.0,36.0,7.0,16.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3015,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9120976735866921,90.0,0.44280442804428044,0.2874943925035706,58.0,5.0,50.0,3.918771700855269,0.6817559882347894,0.31365313653136534,0.43172969847391623,80.0,58.0,5.0,50.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3016,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.8703727157844741,75.0,0.44280442804428044,0.22711048520909213,58.0,2.0,22.0,3.7714507378082596,0.7067416060963938,0.28413284132841327,0.5592579338720024,75.0,58.0,2.0,22.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3017,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.904138288862215,86.0,0.44280442804428044,0.24801267964750703,51.0,9.0,28.0,3.816331935975604,0.7759200854594526,0.31365313653136534,0.5175491695067657,78.0,51.0,9.0,28.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3018,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9290621779861699,91.0,0.44280442804428044,0.38297267936266577,49.0,13.0,28.0,3.8887737034779577,0.7054251897958316,0.33948339483394835,0.3104382097715547,87.0,49.0,13.0,28.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3019,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.89921594484285,78.0,0.44280442804428044,0.23234210816717257,58.0,10.0,28.0,3.8352806520190135,0.6209938572917175,0.2915129151291513,0.5025084492708785,81.0,58.0,10.0,28.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3020,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.880822600745942,77.0,0.44280442804428044,0.23451541220860272,58.0,7.0,33.0,3.694456678560904,0.7706191438849118,0.2767527675276753,0.5070392952039392,87.0,58.0,7.0,33.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3021,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.8708076373887665,78.0,0.44280442804428044,0.23313417132084682,53.0,10.0,16.0,3.866635773185856,0.7119139188877995,0.2915129151291513,0.541201818441165,73.0,53.0,10.0,16.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3022,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9423499422069307,89.0,0.44280442804428044,0.35577294405588555,53.0,7.0,53.0,3.824279229245743,0.7068548873674759,0.3284132841328413,0.6376698511418518,71.0,53.0,7.0,53.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3023,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9061625726845878,86.0,0.44280442804428044,0.2915697168399659,52.0,6.0,53.0,3.6187201908830344,0.7279416407047207,0.31365313653136534,0.33028912953790823,76.0,52.0,6.0,53.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3024,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.8980935497977777,97.0,0.44280442804428044,0.30746364966709866,48.0,10.0,28.0,3.8498755402566576,0.6431702827769665,0.3284132841328413,0.3703280399090206,87.0,48.0,10.0,28.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3025,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.8987991619888537,83.0,0.44280442804428044,0.14151515025125044,52.0,10.0,43.0,3.8509193354081828,0.7670745525210987,0.30996309963099633,0.4702004204317024,71.0,52.0,10.0,43.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3026,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.8885418299092733,75.0,0.44280442804428044,0.2845144036373441,59.0,5.0,20.0,3.9468201716988554,0.5620598898424208,0.2915129151291513,1.51840559652405,84.0,59.0,5.0,20.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3027,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9139188399735698,77.0,0.44280442804428044,0.3141156386509345,59.0,12.0,27.0,3.8800859472518283,0.6953359043113658,0.2730627306273063,0.21091446501003258,79.0,59.0,12.0,27.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3028,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9365643474299521,86.0,0.44280442804428044,0.3674680055137091,48.0,4.0,59.0,3.917580580941286,0.5713310103109145,0.3210332103321033,1.707443914663184,76.0,48.0,4.0,59.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,30.0,60.0,3029,0.3,0.5,0.15,0.85,60.0,15.0,30.0,105.0,271,0.9572865943810012,89.0,0.44280442804428044,0.2224747727413573,54.0,18.0,31.0,3.8875353072971417,0.521207049572672,0.3284132841328413,0.40735426842000805,76.0,54.0,18.0,31.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3000,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8871227033078009,113.0,0.44280442804428044,0.32918627580400583,44.0,9.0,61.0,3.9274043050218297,0.70420985583482,0.42066420664206644,,94.0,44.0,9.0,61.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3001,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9083362534963284,89.0,0.44280442804428044,0.2601473856733174,60.0,9.0,47.0,3.7023326305480606,0.528855840074277,0.31365313653136534,0.5085476277156078,83.0,60.0,9.0,47.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3002,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8954166634719947,88.0,0.44280442804428044,0.3237147110279278,55.0,5.0,35.0,3.7920253392852854,0.7131712199959841,0.3173431734317343,0.3740878118331298,83.0,55.0,5.0,35.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3003,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8751832942705527,90.0,0.44280442804428044,0.288645130092771,60.0,11.0,19.0,3.8872834806722647,0.6347948828878418,0.3284132841328413,0.4027763608308977,90.0,60.0,11.0,19.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3004,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.913676540378698,83.0,0.44280442804428044,0.3231732194627224,60.0,4.0,29.0,3.9654901381771177,0.6052099504364381,0.31365313653136534,0.5204164998665332,83.0,60.0,4.0,29.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3005,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9000702038439422,89.0,0.44280442804428044,0.3782093624631487,51.0,17.0,28.0,4.019608124704327,0.5052094115240576,0.3247232472324723,0.4057204129667897,83.0,51.0,17.0,28.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3006,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9218875921399388,96.0,0.44280442804428044,0.24640303432106603,57.0,6.0,22.0,3.9928827565239793,0.5716651286611717,0.34317343173431736,0.6098953339214035,91.0,57.0,6.0,22.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3007,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9407151053697731,92.0,0.44280442804428044,0.345477019662706,57.0,8.0,29.0,3.8551963072883675,0.6412048988262472,0.3505535055350554,0.5,89.0,57.0,8.0,29.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3008,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8803662309203176,91.0,0.44280442804428044,0.27841891643491673,53.0,11.0,46.0,3.7711779532294565,0.6811027106824447,0.3284132841328413,0.19716158838352976,84.0,53.0,11.0,46.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3009,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9445460981473283,97.0,0.44280442804428044,0.34012022798179165,46.0,7.0,39.0,3.905925948306056,0.6374698972142493,0.36900369003690037,0.2449489742783178,84.0,46.0,7.0,39.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3010,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9137383374832365,89.0,0.44280442804428044,0.282500855752247,51.0,10.0,38.0,4.010720793497814,0.6374491451217618,0.33210332103321033,0.3247595264191645,79.0,51.0,10.0,38.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3011,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9020639651580364,83.0,0.44280442804428044,0.33090342631253505,56.0,8.0,22.0,3.9286523411918095,0.5669331541842514,0.30996309963099633,0.4648325561412985,81.0,56.0,8.0,22.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3012,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9260521966288587,100.0,0.44280442804428044,0.3264942805057932,55.0,9.0,56.0,3.927256192020035,0.7417875913225068,0.3763837638376384,0.3401506715249038,84.0,55.0,9.0,56.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3013,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9412361472582738,89.0,0.44280442804428044,0.3322387593275788,52.0,11.0,48.0,3.9394741892950673,0.734487110936871,0.3284132841328413,0.37929259304077956,78.0,52.0,11.0,48.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3014,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9117570782863396,105.0,0.44280442804428044,0.37092273933098935,36.0,8.0,22.0,3.985595378844453,0.5991838667756746,0.3800738007380074,0.25531389540169014,87.0,36.0,8.0,22.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3015,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9120976735866918,94.0,0.44280442804428044,0.31098332717350813,58.0,5.0,60.0,3.893582768782221,0.6937571435909927,0.34686346863468637,0.5046083923495819,88.0,58.0,5.0,60.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3016,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8703727157844742,91.0,0.44280442804428044,0.26333569941512347,58.0,2.0,34.0,3.76456551833982,0.7164964968542249,0.33948339483394835,0.6909169668954678,88.0,58.0,2.0,34.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3017,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9041382888622139,96.0,0.44280442804428044,0.3007859425392106,51.0,9.0,36.0,3.894052476250337,0.7502593476538845,0.3505535055350554,0.45166359162544856,90.0,51.0,9.0,36.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3018,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9299057904752985,57.5,0.8856088560885609,0.4173866435247914,49.0,13.0,42.0,3.8801659685093277,0.7338765870110212,0.4317343173431734,0.3535533905932738,100.0,49.0,13.0,42.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3019,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8992159448428491,88.0,0.44280442804428044,0.25844528434533437,58.0,10.0,35.0,3.754273371142932,0.6702152937404923,0.3284132841328413,0.5669467095138409,85.0,58.0,10.0,35.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3020,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8808226007459418,93.0,0.44280442804428044,0.278483131563525,58.0,7.0,33.0,3.769599559688089,0.7339238741207401,0.33948339483394835,0.5070392952039392,87.0,58.0,7.0,33.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3021,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8711896064507691,100.0,0.44280442804428044,0.28869566996424134,53.0,10.0,30.0,3.8830734819705865,0.7214753114255601,0.3763837638376384,0.25648489050004564,89.0,53.0,10.0,30.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3022,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9423499422069316,108.0,0.44280442804428044,0.3972553062811162,53.0,7.0,65.0,3.8964437928578137,0.6809120545097259,0.36900369003690037,0.7577722283113839,92.0,53.0,7.0,65.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3023,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9061625726845879,88.0,0.44280442804428044,0.3349342968911583,52.0,6.0,64.0,3.5663349007854612,0.6774468033615765,0.3210332103321033,0.12371791482634839,84.0,52.0,6.0,64.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3024,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8980891689720085,113.0,0.44280442804428044,0.3447978447035953,48.0,10.0,42.0,3.7514611389244408,0.6735255415044825,0.3874538745387454,0.47140452079103173,101.0,48.0,10.0,42.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3025,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8987991619888536,102.0,0.44280442804428044,0.19554460192645437,52.0,10.0,60.0,3.790274019830321,0.7868165082612681,0.3800738007380074,0.4618402309153748,80.0,52.0,10.0,60.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3026,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.8930389059039705,103.0,0.44280442804428044,0.32193347199383815,59.0,6.0,24.0,4.016502898439591,0.628170667794706,0.3763837638376384,0.5289946984105814,89.0,59.0,6.0,24.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3027,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9139188399735712,88.0,0.44280442804428044,0.34609948762619025,59.0,12.0,33.0,3.8778071097984337,0.6729686735217536,0.3173431734317343,0.21597969886241555,82.0,59.0,12.0,33.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3028,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9365643474299511,105.0,0.44280442804428044,0.41532696730447116,48.0,4.0,66.0,3.9766946006759465,0.5508090508299718,0.3837638376383764,1.692543734683339,81.0,48.0,4.0,66.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,15.0,60.0,60.0,3029,0.3,0.5,0.15,0.85,60.0,15.0,60.0,135.0,271,0.9572865943810012,102.0,0.44280442804428044,0.2631140945631847,54.0,18.0,46.0,3.9497721798754983,0.5443516959162501,0.36531365313653136,0.4792979407970773,87.0,54.0,18.0,46.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,30.0,10.0,60.0,3000,0.3,0.5,0.15,0.85,60.0,30.0,10.0,100.0,271,0.8612647195565759,89.0,0.44280442804428044,0.2785763530743464,47.0,23.0,53.0,4.024099521788815,0.6217102307834661,0.3247232472324723,0.3,86.0,47.0,23.0,53.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,30.0,10.0,60.0,3001,0.3,0.5,0.15,0.85,60.0,30.0,10.0,100.0,271,0.9077935960504258,68.0,0.44280442804428044,0.20961395910544156,64.0,7.0,45.0,3.685706134715551,0.5614207584522592,0.2656826568265683,0.5533651757668523,83.0,64.0,7.0,45.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,30.0,10.0,60.0,3002,0.3,0.5,0.15,0.85,60.0,30.0,10.0,100.0,271,0.8959451440548987,74.0,0.44280442804428044,0.2771891533011119,64.0,13.0,25.0,3.824450868275202,0.6873598305583479,0.2767527675276753,0.33299227743267973,82.0,64.0,13.0,25.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,30.0,10.0,60.0,3003,0.3,0.5,0.15,0.85,60.0,30.0,10.0,100.0,271,0.878289152587655,70.0,0.44280442804428044,0.22252016838426042,67.0,12.0,15.0,3.95142887038413,0.6594849160600189,0.2693726937269373,0.4064064529336973,87.0,67.0,12.0,15.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
60.0,30.0,10.0,60.0,3004,0.3,0.5,0.15,0.85,60.0,30.0,10.0,100.0,271,0.9136765403786982,80.0,0.44280442804428044,0.2821205468010582,64.0,14.0,29.0,3.9450939354113554,0.63367137196392,0.2878228782287823,0.41236450912219486,85.0,64.0,14.0,29.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
